Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-02-23,29.630062103271484,29.630062103271484,28.885969630215854,28.966171438049933,283896400
2015-02-24,29.44514274597168,29.763723273660514,29.222360396316702,29.616686107034898,276912400
2015-02-25,28.6921443939209,29.318165806360845,28.549563790946433,29.309252606518225,298846800
2015-02-26,29.05528450012207,29.15553591508089,28.206483974405828,28.69214804657485,365150000
2015-02-27,28.61862564086914,29.08869659224438,28.56961324598533,28.961709005666517,248059200
2015-03-02,28.758970260620117,29.024081778114386,28.58297371505887,28.794616249393325,192386800
2015-03-03,28.819124221801758,28.854770212776685,28.53618969244507,28.73001264375324,151265200
2015-03-04,28.636445999145508,28.863684981508023,28.58743700235103,28.761206989043135,126665200
2015-03-05,28.161922454833984,28.68323242638036,28.017113562839526,28.645359828384883,226068400
2015-03-06,28.20425033569336,28.821356810351375,28.128505138673894,28.605257619321517,291368400
2015-03-09,28.324548721313477,28.865911616282308,27.861161011018062,28.507230185990295,354114000
2015-03-10,27.73863410949707,28.34237414444632,27.580458826512846,28.16192096380277,275426400
2015-03-11,27.2329158782959,27.796554990966435,27.203954782675737,27.79210009152278,275756000
2015-03-12,27.725269317626953,27.82552241859193,27.09702301042018,27.248515112142833,193450800
2015-03-13,27.533668518066406,27.936905708282026,27.308659578991268,27.714123368821554,207309200
2015-03-16,27.83665657043457,27.83665657043457,27.373270530624637,27.598279501504912,143497200
2015-03-17,28.302276611328125,28.364655412063208,27.992609207896937,28.048304808509666,204092400
2015-03-18,28.620847702026367,28.774568061657938,28.153005124528036,28.29335738786922,261083600
2015-03-19,28.404748916625977,28.794618019403195,28.382471022120445,28.683226847181135,183238000
2015-03-20,28.048297882080078,28.605252050974638,27.883439420892177,28.57183605861484,274780400
2015-03-23,28.340147018432617,28.482727608990597,28.186426628736324,28.320097419617298,150838800
2015-03-24,28.22429656982422,28.525050703803593,28.19533377641262,28.344599243232636,131369200
2015-03-25,27.48689079284668,28.253262761877014,27.48689079284668,28.190883964341012,206620800
2015-03-26,27.67848014831543,27.821060723861976,27.31311721101558,27.348763204749485,190291600
2015-03-27,27.457927703857422,27.780961467554363,27.382182512251926,27.75200037071014,158184800
2015-03-30,28.15300941467285,28.159692613989286,27.62501457264434,27.636154371301487,188398800
2015-03-31,27.720813751220703,28.179744945544357,27.7052190514047,28.09063164672656,168362400
2015-04-01,27.680707931518555,27.874529194518605,27.424507880342258,27.807693807361485,162485600
2015-04-02,27.919086456298828,27.972553749023255,27.667342990847324,27.85447936523012,128880400
2015-04-06,28.3713321685791,28.40697816072897,27.69853021384769,27.729719607131596,148776000
2015-04-07,28.072805404663086,28.54287461627673,28.06612220587488,28.43594003627644,140049200
2015-04-08,27.981462478637695,28.15968903634079,27.84111021174024,28.037158065458108,149316800
2015-04-09,28.195331573486328,28.199788171983503,27.772046499747482,28.03715632072283,129936000
2015-04-10,28.315641403198242,28.34014760205144,27.905722621826133,28.0594413149933,160752000
2015-04-13,28.259946823120117,28.64313451901096,28.206479523558635,28.598575319935915,145460400
2015-04-14,28.137414932250977,28.35796900985864,28.050529941081454,28.293361916479697,102098400
2015-04-15,28.244352340698242,28.32232584059543,28.07281064092443,28.16192394067614,115881600
2015-04-16,28.108455657958984,28.31564336279606,28.095089257548484,28.132961858508146,113476000
2015-04-17,27.79210090637207,28.101768267469506,27.727493814530177,27.97032748384589,207828000
2015-04-20,28.42702865600586,28.542874734769516,27.885667455885272,27.97478073938513,188217200
2015-04-21,28.273311614990234,28.56069937881998,28.219842621989464,28.538423181278237,129740400
2015-04-22,28.654272079467773,28.709967681176824,28.141873563561433,28.29113736821492,150618000
2015-04-23,28.888187408447266,29.05527417379222,28.54733067909467,28.582976671554942,183083600
2015-04-24,29.02408790588379,29.102063097864274,28.790165729331633,29.070873700949942,178103600
2015-04-27,29.552074432373047,29.659012397311027,29.21790094056609,29.476329256750056,387816800
2015-04-28,29.086458206176758,29.973130859014958,28.8659058921822,29.955311265458246,475696000
2015-04-29,28.658720016479492,29.31592723810783,28.582974836904967,28.99735012433859,253544400
2015-04-30,27.88121795654297,28.65872806378421,27.75423205536205,28.65872806378421,332781600
2015-05-01,28.727781295776367,28.99066621763661,27.91462713625197,28.092851983674798,234050400
2015-05-04,28.67208480834961,29.088690071472158,28.574060040556066,28.850311349848,203953200
2015-05-05,28.026025772094727,28.616397754901502,28.021569172397257,28.54956235699764,197085600
2015-05-06,27.850025177001953,28.23766603361999,27.482433918282176,28.195336838464158,288564000
2015-05-07,28.02228355407715,28.205728097991734,27.744878277488812,27.91266298375682,175763600
2015-05-08,28.550249099731445,28.550249099731445,28.212442045957022,28.33995836725281,222201600
2015-05-11,28.259416580200195,28.536820128929442,28.10505411598105,28.498789341360546,168143200
2015-05-12,28.158754348754883,28.384703237219156,27.923855029181347,28.09835088632985,192640000
2015-05-13,28.190067291259766,28.454048621651697,28.158747617043286,28.221386965476245,138776800
2015-05-14,28.847780227661133,28.847780227661133,28.447335604555988,28.50326383431632,180814000
2015-05-15,28.807518005371094,28.968591605131238,28.682239297466264,28.874632574202614,152832000
2015-05-18,29.12518882751465,29.243756415162714,28.715793728930535,28.72026894363102,203531600
2015-05-19,29.09834098815918,29.27954790622129,29.00214265800493,29.23704190547324,178532800
2015-05-20,29.09610366821289,29.301919157992057,28.935030082544245,29.082681438338582,145819600
2015-05-21,29.393638610839844,29.447330937222763,29.04464702332097,29.098339349703892,158921600
2015-05-22,29.650915145874023,29.74711349675572,29.39588250002319,29.440627824296897,182384000
2015-05-26,28.99767303466797,29.733690591069326,28.885816553696607,29.664340119041306,282790400
2015-05-27,29.539052963256836,29.588270079591037,29.093866429490628,29.15874167542845,183332800
2015-05-28,29.480886459350586,29.518917243713908,29.3287633218973,29.498783901448864,122933200
2015-05-29,29.145320892333984,29.40706461659608,29.060308884704277,29.357847497819773,203538000
2015-06-01,29.2034854888916,29.39364285204603,29.093868333726718,29.145321353775305,128451200
2015-06-02,29.07373809814453,29.230336489121086,28.930561938738983,29.051365436466924,134670400
2015-06-03,29.109521865844727,29.292968084951948,29.060304754064152,29.23032874515631,123934000
2015-06-04,28.939504623413086,29.21243466979933,28.838834488110578,28.988721740865582,153800400
2015-06-05,28.78066635131836,29.013329704244754,28.71579110523769,28.970823702445415,142507200
2015-06-08,28.590518951416016,28.905955066130172,28.37351709209542,28.836601176310815,210699200
2015-06-09,28.505496978759766,28.65314831031358,28.102814787492374,28.344423419535225,224301600
2015-06-10,28.832128524780273,28.935034578866574,28.6017027331011,28.617362572652645,156349200
2015-06-11,28.767244338989258,29.122947072116407,28.74263578058238,28.899234146086,141563600
2015-06-12,28.44957733154297,28.70908519004125,28.436155099825633,28.67776551150449,147544800
2015-06-15,28.39363670349121,28.46522475274388,28.12294433891726,28.210192220606643,175955600
2015-06-16,28.5457706451416,28.60169887983302,28.27060468626461,28.418254338316935,125976400
2015-06-17,28.478660583496094,28.608412803555034,28.353380164867737,28.572619617371533,131672400
2015-06-18,28.608409881591797,28.704606513151777,28.460760230124308,28.462997837405496,141628800
2015-06-19,28.322063446044922,28.594993559737375,28.277321531942228,28.570384994942508,218867600
2015-06-22,28.548009872436523,28.648680017876067,28.42944228124948,28.521163703815272,136157200
2015-06-23,28.418254852294922,28.548008768756393,28.384697569514294,28.51892670063681,121075600
2015-06-24,28.659870147705078,29.03794563197054,28.438394774299702,28.45852812333901,221123600
2015-06-25,28.523395538330078,28.903706796123537,28.523395538330078,28.827645227282453,127752400
2015-06-26,28.355615615844727,28.63301918814861,28.301924987255592,28.561431114431663,176267200
2015-06-29,27.858970642089844,28.292974268449026,27.847786019769835,28.067023733336914,196645600
2015-06-30,28.060319900512695,28.21468240701741,27.932803566772385,28.091639582007183,177482800
2015-07-01,28.322063446044922,28.39812674817305,28.185598389198695,28.389178023993583,120955200
2015-07-02,28.286264419555664,28.342192654041153,28.136375453970906,28.284026812273847,108844000
2015-07-06,28.187828063964844,28.239282786817057,27.93055786329205,27.950692913727835,112241600
2015-07-07,28.118478775024414,28.221386518218267,27.688948651387808,28.163220678397668,187787200
2015-07-08,27.420488357543945,27.883573963102968,27.41377724405371,27.847780788890407,243046400
2015-07-09,26.861207962036133,27.753821959364338,26.67105233749369,27.706842454956956,314380000
2015-07-10,27.579326629638672,27.706842917098204,27.11624098499153,27.279552156478864,245418000
2015-07-13,28.11176872253418,28.134139675066198,27.81199249686344,27.970828478673333,165762000
2015-07-14,28.1005802154541,28.270602513752706,27.973063918428686,28.19677684000269,127072400
2015-07-15,28.371273040771484,28.445098715549413,28.093869492059643,28.125189164972554,134596800
2015-07-16,28.74934959411621,28.762775238352578,28.489843463092814,28.57709137589152,144889600
2015-07-17,28.99767303466797,28.99767303466797,28.70460960069722,28.87686953719801,184658800
2015-07-20,29.545761108398438,29.747101330931066,29.239272147697,29.299675579891822,235600800
2015-07-21,29.25046730041504,29.735923977146935,29.154272373437163,29.72026584620132,307025600
2015-07-22,28.013334274291992,28.075973623632137,27.290740736017007,27.290740736017007,461802400
2015-07-23,27.999910354614258,28.43167465891091,27.97753769680489,28.232570293325455,203998000
2015-07-24,27.85226058959961,28.1296641529109,27.718033169080872,28.03570512922721,168649200
2015-07-27,27.46523666381836,27.653156419384597,27.31982461946616,27.53682473574972,177822000
2015-07-28,27.601707458496094,27.72027677418331,27.416026978220053,27.601707458496094,134472400
2015-07-29,27.51445198059082,27.62854604946669,27.353378402599983,27.550246867608408,148046800
2015-07-30,27.37575340270996,27.420495308516003,27.228102041320284,27.364567072861302,134513200
2015-07-31,27.13637351989746,27.436147965284565,27.04912563165531,27.42719924510667,171540000
2015-08-03,26.496562957763672,27.42049684821354,26.290745741833785,27.18112405444208,279904000
2015-08-04,25.646446228027344,26.33100714273593,25.335485439529396,26.268367805023242,496554400
2015-08-05,25.81647300720215,26.272847598831326,25.07821963993261,25.268375293079536,397250400
2015-08-06,25.872655868530273,26.180530535835594,25.6456842631462,26.061426250639563,211612000
2015-08-07,25.96029281616211,26.12434320963063,25.73107352690501,25.749051981028636,154681600
2015-08-10,26.904144287109375,26.964819433852004,26.18726920287338,26.18726920287338,219806400
2015-08-11,25.50410270690918,26.558066106440315,25.46814750972999,26.474917034026074,388331200
2015-08-12,25.89737319946289,25.937823869070375,24.636662663636294,25.288367134192427,404870000
2015-08-13,25.877147674560547,26.158054614765245,25.740064950579065,26.0771532788247,194143200
2015-08-14,26.059181213378906,26.13783483301962,25.620966965008986,25.69063135461643,171718000
2015-08-17,26.328845977783203,26.438961016033268,25.95580074582604,26.077152747263195,163538800
2015-08-18,26.180526733398438,26.391769300322867,26.070411693297782,26.164796013384056,138242800
2015-08-19,25.845693588256836,26.185028034120116,25.77153372345742,26.090643686841073,193146000
2015-08-20,25.31533432006836,25.697367080875384,25.0861132919682,25.63669193491942,274006400
2015-08-21,23.7669734954834,25.146788168407536,23.742253549020607,24.81644135160456,513102000
2015-08-24,23.1737003326416,24.450141580271602,20.674751491642034,21.31971446518457,648825200
2015-08-25,23.313034057617188,24.969262403230108,23.25910039184671,24.969262403230108,414406400
2015-08-26,24.650144577026367,24.69508899839027,23.60741822780192,24.065856812176996,387098400
2015-08-27,25.37600326538086,25.447915357414647,24.724298966907437,25.220943834928967,338464400
2015-08-28,25.459157943725586,25.46365170036834,25.06588822846854,25.207464708733916,212657600
2015-08-31,25.340057373046875,25.73782090298381,25.169265448863946,25.176006942071666,224917200
2015-09-01,24.207439422607422,25.14229693113925,24.12653807774639,24.75352264315936,307383600
2015-09-02,25.245662689208984,25.245662689208984,24.524294015886948,24.771493445748956,247555200
2015-09-03,24.80295753479004,25.344545174283777,24.728797697892638,25.279374564390885,212935600
2015-09-04,24.55575942993164,24.820935640339997,24.384969251005455,24.48834279546704,199985200
2015-09-08,25.238929748535156,25.295111144441982,24.791726317182476,25.113083970350317,219374400
2015-09-09,24.753524780273438,25.623211740834503,24.6681279563695,25.564784320239447,340043200
2015-09-10,25.2973575592041,25.4569125095044,24.697340693739587,24.780488058046473,251571200
2015-09-11,25.6658992767334,25.6658992767334,25.11532248480663,25.12206397551699,199662000
2015-09-14,25.91310691833496,26.268173757691024,25.811981089875907,26.198509374286793,233453600
2015-09-15,26.13109016418457,26.187271559176203,25.71310044828522,26.05243655410031,173364800
2015-09-16,26.160306930541992,26.1895206402109,25.942322832454952,26.124350012930844,148694000
2015-09-17,25.60074234008789,26.178287117640696,25.555797901683327,25.991766155193375,256450400
2015-09-18,25.4951171875,25.686135308277102,25.14005206268317,25.21645793937788,297141200
2015-09-21,25.89063262939453,25.92658954344671,25.542309025744235,25.544555046982474,200888000
2015-09-22,25.483875274658203,25.659160912564044,25.286115712286712,25.479379803957187,201384800
2015-09-23,25.690624237060547,25.78051479796886,25.461404935538205,25.535563062356704,143026800
2015-09-24,25.843441009521484,25.955803796519405,25.252413367139653,25.450171255028767,200878000
2015-09-25,25.778263092041016,26.223220357018167,25.623201941219957,26.167038979418606,224607600
2015-09-28,25.268146514892578,25.746811416236124,25.268146514892578,25.585008713100212,208436000
2015-09-29,24.50857162475586,25.508601501548267,24.238901609957985,25.355788035957435,293461600
2015-09-30,24.7872314453125,25.065890676414476,24.434412363463366,24.758016023461767,265892000
2015-10-01,24.62543296813965,24.63442219835979,24.115304868898864,24.510822425983292,255716400
2015-10-02,24.805206298828125,24.94678449665644,24.169234277235294,24.2726078274395,232079200
2015-10-05,24.89510154724121,25.027690542011847,24.51082097924402,24.692848165526833,208258800
2015-10-06,25.014202117919922,25.11083417955277,24.668124541712046,24.861388664977746,192787200
2015-10-07,24.89510154724121,25.1175794098669,24.587228574345122,25.110837916229798,187062400
2015-10-08,24.607444763183594,24.76250592266639,24.317548632833866,24.76250592266639,247918400
2015-10-09,25.196229934692383,25.232185132071688,24.605200625618203,24.7198111391471,211064400
2015-10-12,25.079370498657227,25.337805218512766,25.043415302979504,25.333311461997994,121868800
2015-10-13,25.1220703125,25.270388289099376,24.87262480617747,24.904086247108243,132197200
2015-10-14,24.767004013061523,25.06139395100104,24.620932054675972,25.009708031807985,177849600
2015-10-15,25.137802124023438,25.191735780171378,24.829927479243928,24.92880727761516,150694000
2015-10-16,24.953523635864258,25.169259943926974,24.83891313283977,25.119820051856813,156930400
2015-10-19,25.108596801757812,25.113090560220694,24.744540643523173,24.89960188556173,119036800
2015-10-20,25.567028045654297,25.65691861902344,24.904088281782034,25.020944826997862,195871200
2015-10-21,25.564781188964844,25.973781655635417,25.55129648896206,25.6187148454159,167180800
2015-10-22,25.955799102783203,25.955799102783203,25.64118301317885,25.692870640239754,166616400
2015-10-23,26.760324478149414,26.79403366057311,26.142329086955865,26.225476460478045,237467600
2015-10-26,25.906360626220703,26.546828088370084,25.825459292631326,26.535592839800355,265335200
2015-10-27,25.742311477661133,26.189514825406913,25.616464008483966,25.933327845128844,279537600
2015-10-28,26.803014755249023,26.809757961734682,26.08164596806831,26.277157807676474,342205600
2015-10-29,27.0861759185791,27.122132837050888,26.578295589546713,26.67492766478933,204909200
2015-10-30,26.854700088500977,27.241228263679538,26.843463126505448,27.189540638827655,197461200
2015-11-02,27.23223876953125,27.272689431990326,26.879419769284738,27.14684368857083,128813200
2015-11-03,27.544607162475586,27.751354231227236,27.124369819115884,27.144596007645756,182076000
2015-11-04,27.416519165039062,27.825519628264583,27.331124066834178,27.67045843843886,179544400
2015-11-05,27.290130615234375,27.689598432935576,27.12312235636019,27.50002004779122,158210800
2015-11-06,27.32172393798828,27.49098953659011,27.22242262433913,27.333008999971888,132169200
2015-11-09,27.211143493652344,27.49099552888714,27.093786743992297,27.299161486362152,135485600
2015-11-10,26.35352897644043,26.646923419181427,26.19329105588032,26.382869453829933,236511600
2015-11-11,26.20457649230957,26.50022657454588,26.00145739228274,26.263255726063772,180872000
2015-11-12,26.116558074951172,26.36481398342589,26.10076001864439,26.238429532971633,130102400
2015-11-13,25.353731155395508,26.08270248717664,25.33793310037159,25.999197498130858,183249600
2015-11-16,25.768997192382812,25.782537890533277,25.051310918807488,25.137071543525202,152426800
2015-11-17,25.658411026000977,25.965346147002464,25.574906035688006,25.936005671613618,110467600
2015-11-18,26.470890045166016,26.51602686147571,26.066909168315345,26.12558840700528,186698800
2015-11-19,26.807159423828125,27.026076561662183,26.35127145781716,26.54987582645955,173183200
2015-11-20,26.924514770507812,27.064439894257518,26.822954380001207,26.90194464693389,137148400
2015-11-23,26.57470703125,27.021569104552775,26.48217431615619,26.917751324056567,129930000
2015-11-24,26.829727172851562,26.93580056462235,26.432518445268354,26.47991260974616,171212800
2015-11-25,26.637897491455078,26.908723546347577,26.61307172671012,26.904208831743524,85553200
2015-11-27,26.58824348449707,26.72365736025514,26.54084931672533,26.696574240731735,52185600
2015-11-30,26.698829650878906,26.949342892160754,26.574700847772107,26.628865361010153,156721200
2015-12-01,26.482173919677734,26.81393486397417,26.373844869617187,26.8003941631814,139409600
2015-12-02,26.242938995361328,26.655947482787614,26.197802189658912,26.48216716492991,133546400
2015-12-03,25.999202728271484,26.3580467958002,25.77802991344428,26.303882270801992,166278000
2015-12-04,26.863574981689453,26.913226492644938,25.978880654045188,26.019504461021633,231108000
2015-12-07,26.694311141967773,27.05089772396252,26.58823776564009,26.85229338908551,128336800
2015-12-08,26.68303108215332,26.766534346399656,26.373838619734773,26.522791458735053,137238000
2015-12-09,26.093990325927734,26.561163399170145,25.972118864839405,26.54987833501308,185445600
2015-12-10,26.218114852905273,26.391895181482443,26.069162007412285,26.18877609957485,116850800
2015-12-11,25.543312072753906,26.04208125585139,25.468834782309646,25.996944443262823,187544800
2015-12-14,25.385334014892578,25.43047083194064,24.77823401099873,25.317627067461288,257274800
2015-12-15,24.936214447021484,25.457553806738282,24.904618330900366,25.2634623952176,213292400
2015-12-16,25.1280460357666,25.274743258712757,24.554801287035072,25.06711116689984,224954000
2015-12-17,24.595426559448242,25.333423988396433,24.595426559448242,25.281515101448075,179091200
2015-12-18,23.92963981628418,24.717288527036718,23.8799883022676,24.57962076797971,385813200
2015-12-21,24.223041534423828,24.23206924169769,23.825831023669416,24.211756469866728,190362400
2015-12-22,24.200471878051758,24.311058273195176,24.02443417808636,24.238838340591045,131157600
2015-12-23,24.511919021606445,24.566083538400644,24.193698826490273,24.20949688229937,130629600
2015-12-24,24.381017684936523,24.599934811508824,24.36296227366362,24.599934811508824,54281600
2015-12-28,24.10793685913086,24.30428558916073,23.963497007795844,24.28171546337932,106816800
2015-12-29,24.541261672973633,24.696986620575306,24.11696973397246,24.139538142732025,123724800
2015-12-30,24.220779418945312,24.532227510343315,24.189183310623434,24.505146115700995,100855200
2015-12-31,23.755868911743164,24.155335065776598,23.656565851637144,24.150822072980475,163649200
2016-01-04,23.776174545288086,23.780689258914776,23.02012186753966,23.157791361555017,270597600
2016-01-05,23.18036651611328,23.889025238352783,23.112661288720396,23.86645682922182,223164000
2016-01-06,22.72673988342285,23.10363947163421,22.539420490200083,22.695143758211316,273829600
2016-01-07,21.767553329467773,22.5980831939566,21.763040338196326,22.27083708823236,324377600
2016-01-08,21.882659912109375,22.367888384113957,21.83752310060806,22.241503934423086,283192000
2016-01-11,22.236988067626953,22.356602161578994,21.968419404094625,22.33629111401381,198957600
2016-01-12,22.559717178344727,22.724469773607826,22.30694661578692,22.692873668520424,196616800
2016-01-13,21.97970199584961,22.837315048364253,21.95939095056826,22.640966334684354,249758400
2016-01-14,22.460420608520508,22.677082136934686,21.607322082128857,22.108348638100864,252680400
2016-01-15,21.9210262298584,22.051925392953642,21.521560112936886,21.711136786226017,319335600
2016-01-19,21.814950942993164,22.26406851106761,21.553152660105987,22.209904002209765,212350800
2016-01-20,21.84429168701172,22.16025450759533,21.08372424940403,21.46287928973259,289337600
2016-01-21,21.73370933532715,22.090294316035074,21.426774163732585,21.905230614502393,208646000
2016-01-22,22.889225006103516,22.89825271239898,22.200879189198982,22.259556697331114,263202000
2016-01-25,22.442363739013672,22.914049749437755,22.390454860586807,22.911792392499496,207178000
2016-01-26,22.566492080688477,22.76735381293576,22.133172504729767,22.552951382020684,300308000
2016-01-27,21.08372688293457,21.808183587259247,21.065671468792498,21.675028782144377,533478800
2016-01-28,21.23493766784668,21.331983369121573,20.851269577332417,21.167232445798984,222715200
2016-01-29,21.96841812133789,21.96841812133789,21.29361304917428,21.392916089762736,257666000
2016-02-01,21.76304817199707,21.82624040369523,21.530590296024908,21.772075879648117,163774000
2016-02-02,21.322961807250977,21.675033856144044,21.277823261329132,21.53510694657552,149428800
2016-02-03,21.7449893951416,21.855575783517853,21.23267954862153,21.440311626920305,183857200
2016-02-04,21.919713973999023,22.085360609990744,21.599768733525107,21.751799462907766,185886800
2016-02-05,21.334278106689453,21.992323642447158,21.259398418078742,21.9015584424802,185672400
2016-02-08,21.558923721313477,21.715491926616043,21.111906511618695,21.132327774013778,216085600
2016-02-09,21.55438232421875,21.769949882242138,21.31385602508739,21.395544528792783,177324800
2016-02-10,21.391008377075195,21.862986081295205,21.35243372569629,21.765413784088206,169374400
2016-02-11,21.26167106628418,21.493122464721772,21.00979840215052,21.282094063182832,200298800
2016-02-12,21.327476501464844,21.44320220444781,21.105103522151456,21.37285997871436,161405600
2016-02-16,21.928787231445312,21.976438569103458,21.468155902881136,21.561188972251205,196231600
2016-02-17,22.264623641967773,22.285044907114546,21.817606372039087,21.935599943470816,179452800
2016-02-18,21.842561721801758,22.439339989629463,21.80398534468879,22.427993690854684,156084000
2016-02-19,21.79263687133789,21.95601384968157,21.738178455623938,21.783560180185262,141496800
2016-02-22,21.983245849609375,21.987785061541857,21.765410419307297,21.853906008767453,137123200
2016-02-23,21.486312866210938,21.897023319567282,21.45454530248185,21.87433244993256,127770400
2016-02-24,21.806257247924805,21.86979237287173,21.175441748519887,21.325204598353906,145022800
2016-02-25,21.956016540527344,21.956016540527344,21.613378765130957,21.794909148027568,110330800
2016-02-26,21.990055084228516,22.241925952786698,21.91517366674255,22.05585807767748,115964400
2016-02-29,21.94013786315918,22.289582806203178,21.931061168783728,21.97871251585303,140865200
2016-03-01,22.811477661132812,22.865936091199217,22.10578075164718,22.1579713067291,201628400
2016-03-02,22.86139488220215,22.89316243882766,22.609522303812742,22.80693646101584,132678400
2016-03-03,23.031583786010742,23.07923513092717,22.79332533022624,22.822825018414285,147822800
2016-03-04,23.374217987060547,23.54213247127571,23.002082248420404,23.22899436862547,184220400
2016-03-07,23.115537643432617,23.333373064817575,22.90904678901025,23.233531180815373,143315600
2016-03-08,22.924936294555664,23.09058294064811,22.781982250461272,22.868208251965473,126247600
2016-03-09,22.94535255432129,23.049731914301546,22.752475881173154,22.988464676816246,108806800
2016-03-10,22.956703186035156,23.199499131946006,22.725253540790277,23.011163351788888,134054400
2016-03-11,23.204036712646484,23.208574193872277,23.03158299562731,23.199497500218392,109632800
2016-03-14,23.263032913208008,23.351530244630737,23.09511840653368,23.124618094075363,100304400
2016-03-15,23.73047637939453,23.86662334218389,23.5648297250124,23.589790203497415,160270800
2016-03-16,24.04588508605957,24.123034399793863,23.732745155437136,23.737284368717166,153214000
2016-03-17,24.00730323791504,24.15933394440613,23.81669615490956,23.94376638944514,137682800
2016-03-18,24.034526824951172,24.166136245343814,23.868881977906778,24.129829481979595,176820800
2016-03-21,24.03226661682129,24.427093272745285,23.857543291998166,24.036804098088368,142010800
2016-03-22,24.216060638427734,24.345400471784775,23.873422867842528,23.88249955998011,129777600
2016-03-23,24.082185745239258,24.295483719240615,24.029996920453165,24.161606382334952,102814000
2016-03-24,23.977807998657227,24.109417469508774,23.800816787402866,23.932426258254416,104532000
2016-03-28,23.86888313293457,24.095795221336033,23.839383453473197,24.052681370555163,77645600
2016-03-29,24.433902740478516,24.458863217884776,23.79854796665052,23.800817573106315,124760400
2016-03-30,24.860492706298828,25.055637278930124,24.642657266636444,24.65400356575308,182404400
2016-03-31,24.73115348815918,24.93764436515272,24.70619301443024,24.896800110978297,103553600
2016-04-01,24.95806884765625,24.96033845407058,24.5518958596139,24.68350533240577,103496000
2016-04-04,25.214481353759766,25.45727731026458,25.021604621237042,25.05564179351767,149424800
2016-04-05,24.917219161987305,25.125979626582534,24.82872357432712,24.849146565203664,106314800
2016-04-06,25.178159713745117,25.18269892401129,24.778794039194164,25.012514894260775,105616400
2016-04-07,24.629043579101562,25.055637773799035,24.533740896967373,24.948988792324112,127207600
2016-04-08,24.65627098083496,24.90814183306138,24.54508279921921,24.71299900897286,94326800
2016-04-11,24.73796272277832,25.098753954505728,24.69485058994222,24.726618153590874,117630000
2016-04-12,25.060176849365234,25.073791023538107,24.656273524349466,24.810572114847886,108929200
2016-04-13,25.423233032226562,25.49130562655913,25.141862500340867,25.141862500340867,133029200
2016-04-14,25.43684959411621,25.502654319993418,25.262128014595618,25.327932740472825,101895600
